location,date,learn_more,learn_more_source,main_source
Maastricht,"June 14 to June 26, 2020","Important update: Due to Covid-19, we are switching to a virtual SICSS-Maastricht. Therefore, we also decided to re-open the application process. New deadline: May 5, 2020. More information on the new schedule will be posted soon!

From June 14 to June 26, the Maastricht Law & Tech Lab will be hosting the Summer Institute in Computational Social Science Maastricht (SICSS-Maastricht). The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. SICSS-Maastricht is for legal researchers, social scientists (broadly conceived) and data scientists (broadly conceived). SICSS-Maastricht is unique among partner locations in its  focus on legal data, both from the perspective of collection as well as analysis . Throughout the duration of the Institute in Maastricht, we will explore how computational methods can be applied to legal research questions.

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from law and other groups currently under-represented in computational social science. We particularly encourage participants from Central and Eastern Europe to apply to SICSS-Maastricht. About twenty participants will be invited, and participants are expected to fully attend and participate in the entire two-week program.",https://sicss.io/2020/maastricht,https://sicss.io/locations
Montreal,"June 14 to June 27, 2020","Update: Because of COVID-19, SICSS-Montreal 2020 will be switched from an in-person event to a virtual event.

From the evening of Sunday, June 14 to the morning of Saturday, June 27, 2020, the Russell Sage Foundation and IVADO will sponsor the Summer Institute in Computational Social Science, to be held in Montréal. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived). The organizer and principal faculty of the Summer Institute is Visseho Adjiwanou, professor at the department of Sociology at the Université du Québec à Montréal.

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, untenured faculty within 7 years of their Ph.D, and exceptionnaly to master students (those finishing their thesis). Most participant costs during the workshop, including accommodation and most meals, will be covered, and most travel expenses will be reimbursed up to a set cap. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science.

About thirty participants will be invited, and participants are expected to fully attend and participate in the entire two-week program. Participants with less experience with social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R programming language. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials are extended to Wednesday, April 15th, 2020. If you will need a visa, don’t wait the last minute to apply.

We will notify applicants solely through e-mail in end-April, and ask participants to confirm their participation very soon thereafter. Inquiries can be sent to sicss.montreal@gmail.com.

In addition to the SICSS core sponsors, SICSS-Montreal is generously sponsored by IVADO:",https://sicss.io/2020/montreal,https://sicss.io/locations
Rutgers,"June 15 to June 26, 2020","Update: Because of COVID-19, SICSS-Rutgers 2020 will be switched from an in-person event to a virtual event from June 15th-26th. Our new application deadline is May 1.

From the morning of June 15 to 26, 2020, Rutgers University (New Brunswick, NJ) will host a partner site for the Summer Institute in Computational Social Science. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty in the regional area who are interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve pre-recorded lectures, hands-on group problem sets, and opportunities to participate in participant-led research projects. There will also be guest speakers who conduct computational social science research in a variety of settings. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, machine learning, and ethics.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science and those whose research focuses on social progress (broadly conceived), particularly research on race, gender, sexuality, and social or economic inequality. About twenty participants will be invited, and participants are expected to fully attend and participate in the entire two-week program.

In addition to the SICSS core sponsors, the Rutgers partner event is supported by DIMACS (the Center for Discrete Mathematics and Theoretical Computer Science) at Rutgers, the Rutgers-New Brunswick Libraries and the Rutgers Department of Political Science.

Application materials are due May 1, 2020 at:https://forms.gle/b1EoxXHF9xYLypMV9. Inquiries may be sent to sicssrutgers@gmail.com.",https://sicss.io/2020/rutgers,https://sicss.io/locations
Stellenbosch,"June 8 to June 26, 2020","From 8 to 26 June 2020, the Department of Information Science at Stellenbosch University will host a Virtual Summer Institute in Computational Social Science. The purpose of the Summer Institute is to bring together postgraduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include the R programming language, text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Masters and Doctoral students and junior academic staff who have not yet completed a PhD. The programme is offered without cost, but participants should have reliable access to a computer and the Internet for the duration of the programme. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. Approximately 15 participants will be invited, and participants are expected to fully participate in the entire three-week program.",https://sicss.io/2020/stellenbosch,https://sicss.io/locations
Tucson,"January 3 to January 9, 2021","Important update: Due to Covid-19, we are switching to a virtual WICSS-Tucson. We have also decided to re-open the application process. New deadline: November 1, 2020. More information on the new schedule will be posted soon!

From January 3 to January 9 of 2021, the SICSS core sponsors and the University of Arizona will sponsor the first Winter Institute in Computational Social Science, a partner site for SICSS. The purpose of the event is to bring together graduate students, postdoctoral researchers, and junior faculty interested in computational social science. The event will be held virtually, and is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will include lectures, group problem sets, and hands-on methods training. There will be several guest speakers conducting social science and data science research in a variety of fields, including communication, linguistics, political science, and sociology. Topics covered include data ethics, surveys and experimental methods, digital traces and web scraping, social networks and agent-based modeling, machine learning and text analysis, and geographic information systems. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science.

Approximately twenty to thirty participants will be selected. Participants are expected to be present for the entire one-week program.

Application materials are due by November 1, 2020.",https://sicss.io/2020/tucson,https://sicss.io/locations
UCLA,"June 15 to June 26, 2020","From Monday June 15 to Friday June 25 2020, the University of California, Los Angeles (UCLA) Division of Social Sciences, California Center for Population Research, and SICSS core sponsors will sponsor a Summer Institute in Computational Social Science to be held at UCLA. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. A site-specific focus at this partner institute will be machine-learning methods and/for causal inference. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science. About forty participants will be invited, and participants are expected to fully attend and participate in the entire two-week program. This is a non-residential program, so unfortunately we cannot reimburse travel and lodging expenses. However, refreshments will be provided.

Application materials are due Thursday March 12, 2020.In light of the current situation, we are extending the deadline to Wednesday April 1, 2020. Applications will be reviewed on a rolling basis thereafter.

UPDATE 3/31/2020: At this point we are considering holding SICSS Los Angeles on time, virtually. However the situation is still developing, and we will follow the lead of the main site.

SICCS Los Angeles is officially going virtual! Expect decisions from us by the end of April. Thanks for your patience.",https://sicss.io/2020/los_angeles,https://sicss.io/locations
Boston,,"From the evening of Sunday, June 16 to the morning of Saturday, June 29, 2019, the Alfred P. Sloan Foundation sponsored a partner site in Boston for the Summer Institute in Computational Social Science. The purpose of the Summer Institute was to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute was for both social scientists (broadly conceived) and data scientists (broadly conceived).

The site was organized by former participants of the 2018 SICSS workshop and featured live streams of the primary location at Princeton in addition to local speakers. In the afternoons of the first week, participants at the Boston location were able to work in teams to learn how to implement the material from the lecture. In the second week, participants joined teams to develop a research project related to computational social science.

There were ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. The goal of this partner location was to build and expand the network of computational social scientists in the Boston area.

We invited applications from Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. Meals were provided during the workshop and we expect to invite about twenty participants. Participants with less experience with social science research were expected to complete additional readings in advance of the Institute, and participants with less experience coding were expected to complete a set of online learning modules on the R programming language. Students doing this preparatory work were supported by a teaching assistant who held online office hours before the Institute.

Application materials were due on Friday, April 12, 2019. We can no longer accept new applications. There is no cost to participating in the Boston workshop.

All events were held at:

50 Ames Street
Building E18-304
Cambridge, MA 02142

Sponsors

We are grateful to Alfred P. Sloan Foundation for their sponsorship of the partner site. We also thank MIT’s IDSS for providing the space and the Questrom School of Business at Boston University for additional funding. We look forward to announcing additional sponsors for this partner location in the coming months.


  
    
  
     
  
     
  
     



.column {
  width: 24%;
  padding: 5px;
  display: inline-block;
}

.row::after {
  content: """";
  clear: both;
  display: table;
  text-align: center;
}",https://sicss.io/2019/boston,https://sicss.io/locations
ETH Zurich,,"ETH Zürich is hosting the first-ever SICSS in Switzerland! The event will take place through 16-29 June 2019 as an intensive summer school in computational social science in the beautiful city of Zürich. Sessions and lectures will take place in tandem with the flagship event at Princeton University, along with 9 other partner sites around the world.

The purpose of the Summer Institute is to bring together professionals, graduate students, postdoctoral researchers, and beginning faculty interested in computational social science.
The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects.
There will also be outside speakers who conduct computational social science research in academia, industry, and government.
Topics covered include

text as data
  digital democracy
  machine translation
  digital traces and website scraping
  digital field experiments
  non-probability sampling
  mass collaboration
  network analysis
  ethics
  introduction to machine learning
There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers.
Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

See details for applications and apply by March 1st.

The Summer Institute in Computational Social Science is funded in part by grants from the Russell Sage Foundation and the Alfred P. Sloan Foundation.
The institute at ETH Zürich is also supported by ETH Zürich.",https://sicss.io/2019/ethzurich,https://sicss.io/locations
Hunter College,,"The Silberman School of Social Work, part of the City University of New York’s Hunter 
College, will host its second Summer Institute in Computational Social Science partner location from June 17th, 2019 to June 28th, 2019.

SICSS NYC-Hunter is for both social scientists and data scientists interested in broadening their knowledge and usage of computational social science. 
In particular, this institute targets applied social scientists, practitioners, and scholars who have little to no exposure to computational social
science methods and theories. The aim of the SICSS NYC-Hunter institute is to build a cohort of applied social science students, scholars, 
instructors, and practitioners who can employ computational social science techniques across practice areas and domains.

The program is open to all interested participants, though we will be unable to provide accomodations for those not already living in NYC or the tri-state area. 
However, we will be able to proivde a modest travel and lodging reimbursement for those who wish to travel from out of town. SICSS NYC-Hunter is sponsored by the Sloan Foundation and
the Russell Sage Foundation. It will be hosted at the Silberman School of Social Work, located at E. 119th street and 3rd Ave.

Participants in SICSS NYC-Hunter will gain hands-on experience in working with computational methods including learning
programming in R and Python, using version control tools like Github, and applying these tools to applied social science research 
problems. The curriculum will consist of a combination of livestreamed lectures and tutorials, group activities and exercises.
We will cover a broad range of computational research topics from text analysis to digital data collection.

A primary goal of SICSS NYC-Hunter is to bring together applied social science scholars, computer and data scientists, as well as practitioners to 
share their strengths and enhance each other’s work. Participants will be encouraged to workshop exisiting work, as well as develop new colaborations. There will also be pilot funding avalable.

There is no cost to participate, and meals during the day will be provided. We will make every effort to support attendance with metro cards and child care arrangements, should there be need.

To apply, please submit a short application by March 1st, 2019. View application here",https://sicss.io/2019/hunter-nyc,https://sicss.io/locations
Kadir Has University,,"Kadir Has University is hosting the first-ever SICSS in Istanbul! The event will take place through 16-29 June 2019 as an intensive summer school in computational social science. Sessions and lectures will take place in tandem with the flagship event at Princeton University, along with 9 other partner sites around the world!

The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science.
The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program will involve lectures, group problem sets, and participant-led research projects.
There will also be outside speakers who conduct computational social science research in academia, industry, and government.
Topics covered include

ethics
  text as data
  digital traces and website scraping
  digital field experiments
  non-probability sampling
  mass collaboration
  network analysis
There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers.
Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

See details for applications and apply by February 19th.

The Summer Institute in Computational Social Science is funded in part by grants from the Russell Sage Foundation and the Alfred P. Sloan Foundation.
The institute at Kadir Has University is also supported by Kadir Has University.",https://sicss.io/2019/istanbul,https://sicss.io/locations
Oxford University,,"The Summer Institute in Computational Social Science (SICSS) brings together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. SICSS is for both social scientists and data scientists. SICSS started as an initiative at Princeton University in 2017. In 2019, we will be hosting a partner institute in Oxford for the first time. It will be held from the evening of Sunday, June 16 to the morning of Thursday, June 27, 2019 at Nuffield College. The aim of SICSS-Oxford is to build and expand a network of researchers interested in computational social science, bringing together individuals from across the University of Oxford and from other institutions.

DETAILS
SICSS-Oxford is being organized by former participants of the 2017 and 2018 SICSS workshops and will feature local speakers and live streams from Princeton. In the first week, participants at the Oxford location will also be able to work in teams to learn how to implement the material from the lectures and workshops.  Participants will also be expected to present some of their work and research interests early on in the workshop. In the second week, participants will form teams to develop a research project related to computational social science.

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be speakers who conduct computational social science research. Topics covered include text as data, website scraping and digital trace data, online experiments, non-probability sampling, machine learning, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

COST & ACCOMMODATIONS
The Summer Institute in Computational Social Science is funded in part by grants from the Russell Sage Foundation and the Alfred P. Sloan Foundation. SICSS-Oxford is additionally supported by grants from Nuffield College and the TDEP Awards of the Oxford University Social Sciences Division. There are no registration fees for participating in SICSS-Oxford.

Participants are expected to attend both weeks of the institute. Meals and refreshments will be provided free of cost for all participants at SICSS-Oxford during the event. Accommodation for those participants from outside Oxford will also be covered. Travel costs (up to a set cap) will be reimbursed for those from outside Oxford.

ELIGIBILITY
We are inviting applications from Ph.D. students, postdoctoral researchers, and faculty within 7 years of their Ph.D. We are hoping to have wide participation from researchers across different departments and institutes within the University of Oxford, both from the social sciences and the computational/data sciences. We would also like to welcome a limited number of participants from other institutions both in the UK and abroad. Participants with less experience with social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R programming language.

The deadline for applications was Monday, April 15, 2019, 11.59 pm (UK). Applications are now closed.",https://sicss.io/2019/oxford,https://sicss.io/locations
Princeton University,,"From the evening of Sunday, June 16 to the morning of Saturday, June 29, 2019, the Russell Sage Foundation and the Alfred P. Sloan Foundation will sponsor the Summer Institute in Computational Social Science, to be held at Princeton  University. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. The Summer Institute is for both social scientists (broadly conceived) and data scientists (broadly conceived).  The co-organizers and principal faculty of the Summer Institute are Christopher Bail and Matthew Salganik.  In addition to the event at Princeton, there will also be a number of partner locations run by alumni of the 2017 and 2018 Summer Institute, which will be hosted in Bamberg, Germany (University of Bamberg), Boston, MA (MIT), Cape Town, South Africa (University of Cape Town), Chicago, IL (Northwestern University), Istanbul, Turkey (Kadir Has University), Los Angeles, CA (UCLA), Monterrey, Mexico (Universidad Autónoma de Nuevo León), Oxford, United Kingdom (Oxford University), New York, NY (Hunter College-CUNY), Research Triangle Park, NC (RTI International), and Zürich, Switzerland (ETH Zürich).

The instructional program will involve lectures, group problem sets, and participant-led research projects. There will also be outside speakers who conduct computational social science research in a variety of settings, such as academia, industry, and government. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Because we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute will be released open source.

Participation is restricted to Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. Most participant costs during the workshop, including housing and most meals, will be covered, and most travel expenses will be reimbursed up to a set cap. We welcome applicants from all backgrounds and fields of study, especially applicants from groups currently under-represented in computational social science.  About thirty participants will be invited, and participants are expected to fully attend and participate in the entire two-week program.

Application materials are due Wednesday, February 20, 2019.",https://sicss.io/2019/princeton,https://sicss.io/locations
RTI International,,"RTI International (RTI) is proud to host and be a partner institution of the Summer Institute in Computational Social Science (SICSS) from the morning of Monday, June 17 to evening of Friday, June 28. Sessions and lectures will take place in tandem with the main event at Princeton University, along with 9 other partner institutions around the world.

RTI will be the only non-university to host a partner site for SICSS. RTI is an independent, nonprofit research institute centrally located between Duke University, the University of North Carolina at Chapel Hill, and North Carolina State University.

About the Summer Institute at RTI:

The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science. It is for both social and data scientists, broadly conceived.

The instructional program will involve lectures, group problem sets, and participant-led research projects. Topics will include:

Text as data
  Website scraping
  Digital field experiments
  Non-probability sampling
  Mass collaboration
  Ethics
In the afternoons of the first week, participants will work in teams to learn how to implement the material from the morning lectures. In the second week, participants will join teams to develop a research project related to computational social science. RTI will also feature live streams of speakers at Princeton University and other locations in addition to local speakers at RTI during the two weeks. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. All materials created by faculty and students for the Summer Institute will be released open source.

All events will be held at:

RTI International
	3040 East Cornwallis Rd
	Research Triangle Park, NC 27709
 Application Information:

Who Should Apply:
	
		Graduate students, postdoctoral researchers, untenured faculty within 7 years of their Ph.D, and researchers with similar qualifications. 
	
Application Process:
	
		If you are interested in attending the Summer Institute in Research Triangle Park, NC, please complete the steps listed on the application page. The application deadline is Sunday, April 21, 2019.
	
Costs:
	
		There is no cost to participate in the Summer Institute. Breakfast and lunch vouchers will be provided. Participants are responsible for their own travel and accommodations.
	
For questions please email us at sicss@rti.org.

Sponsors

The Summer Institute in Computational Social Science is funded in part by grants from the Russell Sage Foundation and the Alfred P. Sloan Foundation.",https://sicss.io/2019/rtp,https://sicss.io/locations
Universidad Autonoma de Nuevo Leon,,"From the evening of Sunday, June 16 to the morning of Saturday, June 29, 2019, the Summer Institute in Computational Social Science will host a partner location at the School of Economics of the Universidad Autonoma de Nuevo Leon (UANL) in Monterrey, Mexico. The purpose of SICSS-Monterrey is to bring together graduate students, postdoctoral researchers, and beginning faculty interested in computational social science in Mexico. 
The site is organized by Oscar Mendez, from UANL, and Adaner Usmani, from Brown University.

The instructional program will feature lectures live-streamed from the main site at Princeton University, as well as group problem sets and participant-led research projects. SICSS-Monterrey will also welcome outside speakers who are experts in computational social science research. Topics covered include text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There will be ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. The partner location officially ends on June 29, but until July 6 both Oscar and Adaner will be available to help students with their research projects. Those who plan to work on projects will also be able to apply to SICSS-Monterrey for some funding.

We are inviting applications from Ph.D. students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. Meals will be provided during the workshop and we expect to invite about twenty to thirty participants. Participants with less experience with social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience with coding will be expected to complete a set of online learning modules on the R programming language as well as attend a preparatory workshop in advance of the Institute. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials will be due on Friday, March 29, 2019.

All events will be held at:

Facultad de Economia, UANL

Avenida Lázaro Cárdenas 4600 Ote. Fracc. Residencial Las Torres

Monterrey, Nuevo Leon

Mexico

The Summer Institute in Computational Social Science is supported in part by grants from the Russell Sage Foundation and the Alfred P. Sloan Foundation.",https://sicss.io/2019/monterrey,https://sicss.io/locations
University of Bamberg,,"From the evening of Sunday, July 28 to Friday, August 09, 2019, the University of Bamberg hosted a partner event for the Summer Institute in Computational Social Science. The purpose of SICSS Bamberg was to bring together interested Master students, PhD students, postdoctoral students and faculty in Germany. The Summer Institute was for both social scientists (broadly conceived) and data scientists (broadly conceived).

The instructional program involved lectures and group problem sets in the first week and participant-led research projects in the second week. Participants were able to work in teams to learn how to implement the material from the lectures. Covered topics included ethics, web scraping and collecting digital trace data, automated text analysis, network analysis, digital field experiments, and surveys in the digital age. There was ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. The goal of this partner location was to build and expand the network of computational social scientists in Germany.

We invited applications from Master students, PhD students, postdoctoral researchers, and untenured faculty within 5 years of their PhD. Participants were expected to fully attend and participate in the entire two-week program. Participants with less experience with social science research were expected to complete additional readings in advance of the Institute, and participants with less coding experience were expected to complete a set of online learning modules on the R programming language. There was no cost for participating in the Summer Institute. For a limited number of participants, the program covered housing and meal expenses up to a set cap.

Application materials were due Monday, February 25, 2019. We are no longer accepting applications.

Sponsors

We thank the Bamberg Graduate School of Social Sciences (BAGSS) for the generous support of this SICSS partner event.



We are also grateful for financial support from the Russell Sage Foundation and the Alfred P. Sloan Foundation.

Location

All events will be held at:

University of Bamberg 
Feldkirchenstr. 21
96052 Bamberg",https://sicss.io/2019/bamberg,https://sicss.io/locations
University of California at Los Angeles,,"From Monday, June 17 to Friday, June 28, 2019, the California Center for Population Research (CCPR) will sponsor a partner site for the Summer Institute in Computational Social Science (SICSS) in Los Angeles. The purpose of the Summer Institute is to bring together graduate students, postdoctoral researchers, and early career faculty interested in computational social science. The Summer Institute is open to both social scientists (broadly conceived) and data scientists (broadly conceived).

The site is organized by former participants of the 2018 SICSS workshop and will feature live streams of the primary location at Princeton in addition to local speakers who will present on cutting-edge computational social science research. Topics covered in coordination with the Princeton site will include text analysis, digital data collection, online field experiments, non-probability sampling, agent based modeling, and ethics. A site-specific focus at this partner institute will be machine-learning methods for causal inference. During the first week, participants will gain hands-on experience through group work implementing the material from the lectures. For the second week, participants will develop research projects drawing on the content from the first week and form teams to implement these projects.

SICSS-Los Angeles will be held at the University of California at Los Angeles (UCLA). There is no cost to participate, and we will provide refreshments for all on-site days (see schedule for details). Applications are open to all interested individuals regardless of location, but we cannot provide support for travel and lodging in Los Angeles.

We invite applications from graduate students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. SICSS-Los Angeles is committed to diversity and inclusion in computational social science, and we particularly encourage applicants from groups currently underrepresented in the field. We anticipate to admit roughly twenty participants.

Participants with less experience with social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R programming language. To support this preparatory work, participants will have access to a teaching assistant who will hold online office hours before the Institute.

Application materials will be due on Sunday, April 14, 2019. Note that this is six weeks after the main application deadline and after decisions about the main location are expected to have been made. If you have also applied to the Princeton location and have not yet heard from them at the time of your submission, please let us know in your application.

Sponsors

We are grateful to the California Center for Population Research for their sponsorship of the partner site.",https://sicss.io/2019/los-angeles,https://sicss.io/locations
University of Cape Town,,"A Summer Institute in Computational Social Science was held at the University of Cape Town from 17-28 June 2019. The purpose of the Summer Institute in Cape Town was to bring together graduate students, postdoctoral researchers, and faculty interested in computational social science. The Summer Institute was for both social scientists (broadly conceived) and data scientists (broadly conceived).

The organizer and principal faculty of the Summer Institute in Cape Town was Dr Visseho Adjiwanou. The event was supported by the University of Cape Town, the Alfred P. Sloan Foundation, and the International Union for the Scientific Study of Population (IUSSP).

The instructional program involved lectures (mostly livestreamed from Princeton University), group problem sets, and participant-led research projects. There were alsooutside speakers who conducted computational social science research in academia, industry, and government. Topics covered included text as data, website scraping, digital field experiments, non-probability sampling, mass collaboration, and ethics. There were ample opportunities for students to discuss their ideas and research with the organizers, other participants, and visiting speakers. Since we are committed to open and reproducible research, all materials created by faculty and students for the Summer Institute were released open source.

Participation was restricted to Ph.D. students, postdoctoral researchers, and faculty from South Africa and sub-Saharan Africa. However, there were no restrictions based on citizenship, country of study, or country of employment. All cost of participations (Ticket, accommodation, meals, registration) fees were all covered.

About twenty five to thirty participants were accepted. Participants with less experience with social science research were expected to complete additional readings in advance of the Institute, and participants with less experience coding were expected to complete a set of online learning modules on the R programming language. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials were due by Monday, March 25, 2019.

Applications that were not complete by the deadline did not full consideration. We notified applicants solely through e-mail in mid-March, and asked participants to confirm their participation very soon thereafter. Inquiries can be sent to cssforafrica@gmail.com",https://sicss.io/2019/capetown,https://sicss.io/locations
University of Chicago,,"From Monday, June 17 to Friday, June 28, 2019, the Summer Institute in Computational Social Science is sponsoring a partner site in Chicago. The purpose of SICSS-Chicago is to bring together Chicagoland graduate students and early career researchers in both social science (broadly conceived) and data science (broadly conceived) to learn and collaborate. Content will include live-streamed lectures from the main site at Princeton University as well as local guest speakers who will present on cutting-edge computational social science research. Topics covered include text analysis, digital data collection, experimental design, non-probability sampling, agent based modeling, and ethics.

Participants will get hands-on experience using computational methods to test social theories by conducting group projects during the second week. One or more collaborative projects that demonstrate extraordinary promise and interdisciplinarity will receive pilot funding for further development, and all participants will be given support in accessing and utilizing the many data sources freely available for research and analysis.

SICSS-Chicago will be held at Northwestern University’s campus in downtown Chicago. There is no cost to participate, and we will provide breakfast and lunch for all on-site days (see schedule for details). Applicants are invited to apply from everywhere, but we cannot provide travel and lodging in Chicago.

We invite applications from graduate students, postdoctoral researchers, and untenured faculty within 7 years of their Ph.D. SICSS-Chicago is committed to diversity and inclusion in computational social science, and we welcome applicants from groups currently underrepresented in computational social science. About twenty participants will be invited.

Participants with less experience with social science research will be expected to complete additional readings in advance of the Institute, and participants with less experience coding will be expected to complete a set of online learning modules on the R or Python programming language. Students doing this preparatory work will be supported by a teaching assistant who will hold online office hours before the Institute.

Application materials should be received by March 30th, 2019.

We will notify applicants via e-mail in mid-April, and will ask participants to confirm their participation very soon thereafter. Inquiries can be sent to sicss.chicago@gmail.com

SICSS-Chicago is generously supported by the Alfred P. Sloan Foundation and the Russell Sage Foundation, 
and several generous local sponsors:",https://sicss.io/2019/chicago,https://sicss.io/locations
